Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Core i3-3240,535,58.4,26373,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz
CPU,,Intel,Pentium G3460,536,58.4,1075,https://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818
CPU,,AMD,FX-4170 Quad-Core,537,58.4,4352,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor
CPU,,Intel,Core i3-10110U,538,58.3,4289,https://cpu.userbenchmark.com/SpeedTest/915083/IntelR-CoreTM-i3-10110U-CPU---210GHz
CPU,,Intel,Core i3-3220,539,58.3,57283,https://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz
CPU,,Intel,Core i3-2120,540,58.3,64422,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR-CoreTM-i3-2120-CPU---330GHz
CPU,,Intel,Xeon X5470,541,58.3,1398,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR-XeonR-CPU-----------X5470----333GHz
CPU,YD220GC6FBBOX,AMD,Athlon 220GE,542,58.2,452,https://cpu.userbenchmark.com/SpeedTest/700311/AMD-Athlon-220GE-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-3470T,543,58.2,2807,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz
CPU,,Intel,Core i7-4600M,544,58.2,5531,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz
CPU,,AMD,A10-6790K APU (2013 D.Ri),545,58.1,1921,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,546,58.1,35046,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935
CPU,,Intel,Core i7-7500U,547,58,115279,https://cpu.userbenchmark.com/SpeedTest/171274/IntelR-CoreTM-i7-7500U-CPU---270GHz
CPU,,AMD,Phenom II X4 960T,548,57.9,3665,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor
CPU,,Intel,Core i5-4200H,549,57.8,9253,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz
CPU,,Intel,Core i7-2675QM,550,57.8,929,https://cpu.userbenchmark.com/SpeedTest/597/IntelR-CoreTM-i7-2675QM-CPU---220GHz
CPU,,Intel,Core X 920,551,57.8,69,https://cpu.userbenchmark.com/SpeedTest/7179/IntelR-CoreTM-CPU----------X-920----200GHz
CPU,,Intel,Core i7-7600U,552,57.7,10110,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR-CoreTM-i7-7600U-CPU---280GHz
CPU,,AMD,FX-6120 Six-Core,553,57.7,1599,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor
CPU,,Intel,Core i7-2635QM,554,57.6,304,https://cpu.userbenchmark.com/SpeedTest/12770/IntelR-CoreTM-i7-2635QM-CPU---200GHz
CPU,BX80646G3440,Intel,Pentium G3440,555,57.6,477,https://cpu.userbenchmark.com/Intel-Pentium-G3440/Rating/2435
CPU,,Intel,Core i3-8145U,556,57.6,10236,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz
CPU,FD4300WMHKBOX,AMD,FX-4300,557,57.5,44375,https://cpu.userbenchmark.com/AMD-FX-4300/Rating/2879
CPU,,AMD,Phenom II X4 20,558,57.5,645,https://cpu.userbenchmark.com/SpeedTest/4534/AMD-Phenomtm-II-X4-20-Processor
CPU,,AMD,Phenom II X4 B55,559,57.5,3662,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor
CPU,,Intel,Core i7-3540M,560,57.4,5131,https://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz
CPU,,Intel,Core i7-4558U,561,57.4,692,https://cpu.userbenchmark.com/SpeedTest/4092/IntelR-CoreTM-i7-4558U-CPU---280GHz
CPU,FF8062700837005,Intel,Core i7-2630QM,562,57.3,35230,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729
CPU,FJ8067703282227,Intel,Core i3-8130U,563,57.3,20863,https://cpu.userbenchmark.com/SpeedTest/468020/IntelR-CoreTM-i3-8130U-CPU---220GHz
CPU,,Intel,Core i3-2100,564,57.3,53019,https://cpu.userbenchmark.com/SpeedTest/41/IntelR-CoreTM-i3-2100-CPU---310GHz
CPU,,AMD,Phenom II X6 1045T,565,57.1,4738,https://cpu.userbenchmark.com/SpeedTest/1873/AMD-Phenomtm-II-X6-1045T-Processor
CPU,,Intel,Core i5-7200U,566,57.1,188082,https://cpu.userbenchmark.com/SpeedTest/153577/IntelR-CoreTM-i5-7200U-CPU---250GHz
CPU,BX80662G4500,Intel,Pentium G4500,567,57.1,2978,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538
CPU,,AMD,Ryzen 5 3550H,568,57.1,43965,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i5-5287U,569,57,365,https://cpu.userbenchmark.com/SpeedTest/25610/IntelR-CoreTM-i5-5287U-CPU---290GHz
CPU,,Intel,Core2 Extreme X9650,570,57,1685,https://cpu.userbenchmark.com/SpeedTest/2662/IntelR-CoreTM2-Extreme-CPU-X9650----300GHz
CPU,,Intel,Core i5-4258U,571,57,1148,https://cpu.userbenchmark.com/SpeedTest/5904/IntelR-CoreTM-i5-4258U-CPU---240GHz
CPU,BX80646G3430,Intel,Pentium G3430,572,56.9,224,https://cpu.userbenchmark.com/Intel-Pentium-G3430/Rating/1969
CPU,,Intel,Core i3-4130T,573,56.9,4238,https://cpu.userbenchmark.com/SpeedTest/13080/IntelR-CoreTM-i3-4130T-CPU---290GHz
CPU,,Intel,Core i5-3380M,574,56.8,2378,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz
CPU,FD6100WMGUSBX,AMD,FX-6100,575,56.8,34589,https://cpu.userbenchmark.com/AMD-FX-6100/Rating/1984
CPU,,Intel,Pentium G3450,576,56.8,1065,https://cpu.userbenchmark.com/SpeedTest/24201/IntelR-PentiumR-CPU-G3450---340GHz
CPU,,AMD,Phenom II X6 1035T,577,56.7,2059,https://cpu.userbenchmark.com/SpeedTest/1603/AMD-Phenomtm-II-X6-1035T-Processor
CPU,,Intel,Xeon E5-2609 0,578,56.6,584,https://cpu.userbenchmark.com/SpeedTest/2762/IntelR-XeonR-CPU-E5-2609-0---240GHz
CPU,BX80701G5900,Intel,Celeron G5900,579,56.6,172,https://cpu.userbenchmark.com/SpeedTest/1187562/IntelR-CeleronR-G5900-CPU---340GHz
CPU,,AMD,Phenom II X4 840T,580,56.5,1015,https://cpu.userbenchmark.com/SpeedTest/8545/AMD-Phenomtm-II-X4-840T-Processor
CPU,,Intel,Core i3-3220T,581,56.3,1712,https://cpu.userbenchmark.com/SpeedTest/2602/IntelR-CoreTM-i3-3220T-CPU---280GHz
CPU,,AMD,Phenom II X4 B50,582,56.2,3093,https://cpu.userbenchmark.com/SpeedTest/5205/AMD-Phenomtm-II-X4-B50-Processor
CPU,,Intel,Core i7-3520M,583,56.2,17387,https://cpu.userbenchmark.com/SpeedTest/50/IntelR-CoreTM-i7-3520M-CPU---290GHz
CPU,,AMD,Phenom II X4 830,584,56.2,1318,https://cpu.userbenchmark.com/SpeedTest/2164/AMD-Phenomtm-II-X4-830-Processor
CPU,,AMD,Phenom II X4 945,585,56.2,12765,https://cpu.userbenchmark.com/SpeedTest/101/AMD-Phenomtm-II-X4-945-Processor
CPU,,Intel,Core i7-6567U,586,56.1,394,https://cpu.userbenchmark.com/SpeedTest/150864/IntelR-CoreTM-i7-6567U-CPU---330GHz
CPU,,Intel,Core i5-3360M,587,56.1,4931,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz
CPU,BX80677G3950,Intel,Celeron G3950,588,56,199,https://cpu.userbenchmark.com/SpeedTest/242877/IntelR-CeleronR-CPU-G3950---300GHz
CPU,,Intel,Core i5-6260U,589,56,1632,https://cpu.userbenchmark.com/SpeedTest/37385/IntelR-CoreTM-i5-6260U-CPU---180GHz
CPU,,AMD,A8-6600K APU,590,55.9,18740,https://cpu.userbenchmark.com/SpeedTest/3344/AMD-A8-6600K-APU-with-Radeontm-HD-Graphics
CPU,,AMD,A10-5800B APU (2012 D.Tr),591,55.9,841,https://cpu.userbenchmark.com/SpeedTest/14080/AMD-A10-5800B-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i7 Q 840,592,55.8,1088,https://cpu.userbenchmark.com/SpeedTest/2642/IntelR-CoreTM-i7-CPU-------Q-840----187GHz
CPU,,Intel,Core i5-5257U,593,55.8,2688,https://cpu.userbenchmark.com/SpeedTest/25441/IntelR-CoreTM-i5-5257U-CPU---270GHz
CPU,AD680KWOHLBOX,AMD,A10-6800K APU (2013 D.Ri),594,55.7,11982,https://cpu.userbenchmark.com/AMD-A10-6800K-APU-2013-DRi/Rating/2936
CPU,,Intel,Core i5-4210M,595,55.7,12501,https://cpu.userbenchmark.com/SpeedTest/12839/IntelR-CoreTM-i5-4210M-CPU---260GHz
CPU,,Intel,Core i5-4300M,596,55.7,11518,https://cpu.userbenchmark.com/SpeedTest/5215/IntelR-CoreTM-i5-4300M-CPU---260GHz
CPU,,Intel,Core i5-7300U,597,55.6,17904,https://cpu.userbenchmark.com/SpeedTest/223355/IntelR-CoreTM-i5-7300U-CPU---260GHz
CPU,,Intel,Core i7 X 920,598,55.6,901,https://cpu.userbenchmark.com/SpeedTest/4179/IntelR-CoreTM-i7-CPU-------X-920----200GHz
CPU,,Intel,Core i5-10210Y,599,55.6,51,https://cpu.userbenchmark.com/SpeedTest/1005724/IntelR-CoreTM-i5-10210Y-CPU---100GHz
CPU,,AMD,Athlon II X4 760K (2013 D.Ri),600,55.6,4998,https://cpu.userbenchmark.com/SpeedTest/9072/AMD-Athlontm-X4-760K-Quad-Core-Processor
CPU,,Intel,Core i7-10510Y,601,55.6,15,https://cpu.userbenchmark.com/SpeedTest/1048467/IntelR-CoreTM-i7-10510Y-CPU---120GHz
CPU,BX80646G3420,Intel,Pentium G3420,602,55.5,3723,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968
CPU,,Intel,Core i3-7130U,603,55.5,3522,https://cpu.userbenchmark.com/SpeedTest/376899/IntelR-CoreTM-i3-7130U-CPU---270GHz
CPU,YD200GC6FBBOX,AMD,Athlon 200GE,604,55.5,8872,https://cpu.userbenchmark.com/SpeedTest/592714/AMD-Athlon-200GE-with-Radeon-Vega-Graphics
CPU,,Intel,Core i3-6157U,605,55.5,354,https://cpu.userbenchmark.com/SpeedTest/187565/IntelR-CoreTM-i3-6157U-CPU---240GHz
CPU,,Intel,Core i3-6167U,606,55.5,23,https://cpu.userbenchmark.com/SpeedTest/175469/IntelR-CoreTM-i3-6167U-CPU---270GHz
CPU,,Intel,Core i7-5650U,607,55.4,206,https://cpu.userbenchmark.com/SpeedTest/26818/IntelR-CoreTM-i7-5650U-CPU---220GHz
CPU,,AMD,FX-4100,608,55.3,26858,https://cpu.userbenchmark.com/AMD-FX-4100/Rating/2878
CPU,,Intel,Core i5-4200M,609,55.3,27637,https://cpu.userbenchmark.com/SpeedTest/2341/IntelR-CoreTM-i5-4200M-CPU---250GHz
CPU,,Intel,Core i7-4510U,610,55.2,50748,https://cpu.userbenchmark.com/SpeedTest/10660/IntelR-CoreTM-i7-4510U-CPU---200GHz
CPU,,AMD,FX-4130 Quad-Core,611,55.2,7905,https://cpu.userbenchmark.com/SpeedTest/2420/AMD-FXtm-4130-Quad-Core-Processor
CPU,,AMD,Phenom II X4 B45,612,55.2,969,https://cpu.userbenchmark.com/SpeedTest/4111/AMD-Phenomtm-II-X4-B45-Processor
CPU,,AMD,Phenom II X4 910e,613,55.1,191,https://cpu.userbenchmark.com/SpeedTest/10427/AMD-Phenomtm-II-X4-910e-Processor
CPU,,AMD,Ryzen 3 3300U,614,55.1,1730,https://cpu.userbenchmark.com/SpeedTest/827713/AMD-Ryzen-3-3300U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i5-3340M,615,55.1,10383,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz
CPU,BX80646G3258,Intel,Pentium G3258,616,55.1,18774,https://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434
CPU,,Intel,Core i7-2620M,617,55,13350,https://cpu.userbenchmark.com/SpeedTest/643/IntelR-CoreTM-i7-2620M-CPU---270GHz
CPU,,Intel,Xeon E5507,618,55,207,https://cpu.userbenchmark.com/SpeedTest/13794/IntelR-XeonR-CPU-----------E5507----227GHz
CPU,,AMD,Phenom II X4 925,619,55,4651,https://cpu.userbenchmark.com/SpeedTest/2581/AMD-Phenomtm-II-X4-925-Processor
CPU,,Intel,Core i7-2640M,620,55,11142,https://cpu.userbenchmark.com/SpeedTest/791/IntelR-CoreTM-i7-2640M-CPU---280GHz
CPU,,Intel,Core i7-7660U,621,54.9,3419,https://cpu.userbenchmark.com/SpeedTest/274151/IntelR-CoreTM-i7-7660U-CPU---250GHz
CPU,,Intel,Xeon E5-2680 v2,622,54.9,39,https://cpu.userbenchmark.com/SpeedTest/17083/IntelR-XeonR-CPU-E5-2680-v2---280GHz
CPU,AD750KWOHJBOX,AMD,Athlon II X4 750K,623,54.7,4570,https://cpu.userbenchmark.com/AMD-Athlon-II-X4-750K/Rating/1548
CPU,,Intel,Core i7-5500U,624,54.7,69201,https://cpu.userbenchmark.com/SpeedTest/22316/IntelR-CoreTM-i7-5500U-CPU---240GHz
CPU,,Intel,Core i7-6500U,625,54.6,95466,https://cpu.userbenchmark.com/SpeedTest/36930/IntelR-CoreTM-i7-6500U-CPU---250GHz
CPU,,Intel,Core i7-7560U,626,54.6,1341,https://cpu.userbenchmark.com/SpeedTest/262014/IntelR-CoreTM-i7-7560U-CPU---240GHz
CPU,,Intel,Pentium G2120,627,54.6,1509,https://cpu.userbenchmark.com/SpeedTest/448/IntelR-PentiumR-CPU-G2120---310GHz
CPU,,AMD,Phenom II X4 B40,628,54.5,435,https://cpu.userbenchmark.com/SpeedTest/9803/AMD-Phenomtm-II-X4-B40-Processor
CPU,,Intel,Core i7-6600U,629,54.5,24323,https://cpu.userbenchmark.com/SpeedTest/36828/IntelR-CoreTM-i7-6600U-CPU---260GHz
CPU,,Intel,Pentium G2130,630,54.5,1673,https://cpu.userbenchmark.com/SpeedTest/9126/IntelR-PentiumR-CPU-G2130---320GHz
CPU,AD580KWOHJBOX,AMD,A10-5800K APU (2012 D.Tr),631,54.5,16785,https://cpu.userbenchmark.com/AMD-A10-5800K-APU-2012-DTr/Rating/2007
CPU,,Intel,Core i5-6300U,632,54.4,49933,https://cpu.userbenchmark.com/SpeedTest/27864/IntelR-CoreTM-i5-6300U-CPU---240GHz
CPU,,Intel,Xeon X5472,633,54.4,308,https://cpu.userbenchmark.com/SpeedTest/3914/IntelR-XeonR-CPU-----------X5472----300GHz
CPU,,Intel,Core i3-2120T,634,54.3,935,https://cpu.userbenchmark.com/SpeedTest/2686/IntelR-CoreTM-i3-2120T-CPU---260GHz
CPU,,Intel,Xeon E5450,635,54.3,9479,https://cpu.userbenchmark.com/SpeedTest/5890/IntelR-XeonR-CPU-----------E5450----300GHz
CPU,,Intel,Core i7-4500U,636,54.3,32742,https://cpu.userbenchmark.com/Intel-Core-i7-4500U/Rating/2743
CPU,,Intel,Xeon X5460,637,54.2,8039,https://cpu.userbenchmark.com/SpeedTest/5754/IntelR-XeonR-CPU-----------X5460----316GHz
CPU,,AMD,Phenom II X4 940,638,54.2,3115,https://cpu.userbenchmark.com/SpeedTest/2203/AMD-Phenomtm-II-X4-940-Processor
CPU,,AMD,Phenom II X4 905e,639,54.2,313,https://cpu.userbenchmark.com/SpeedTest/3420/AMD-Phenomtm-II-X4-905e-Processor
CPU,,Intel,Core2 Quad Q9650,640,54.2,12365,https://cpu.userbenchmark.com/SpeedTest/1706/IntelR-CoreTM2-Quad-CPU----Q9650----300GHz
CPU,AD6700OKHLBOX,AMD,A10-6700 APU (2013 D.Ri),641,54.2,9276,https://cpu.userbenchmark.com/AMD-A10-6700-APU-2013-DRi/Rating/2938
CPU,,Intel,Xeon E5472,642,54.2,684,https://cpu.userbenchmark.com/SpeedTest/20269/IntelR-XeonR-CPU-----------E5472----300GHz
CPU,,AMD,Ryzen 5 3500U,643,54.1,53291,https://cpu.userbenchmark.com/SpeedTest/760067/AMD-Ryzen-5-3500U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Ryzen 7 3700U,644,54.1,14495,https://cpu.userbenchmark.com/SpeedTest/765724/AMD-Ryzen-7-3700U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Phenom II X4 850,645,54.1,1232,https://cpu.userbenchmark.com/SpeedTest/3577/AMD-Phenomtm-II-X4-850-Processor
CPU,AW8063801208001,Intel,Core i5-3230M,646,54.1,54617,https://cpu.userbenchmark.com/Intel-Core-i5-3230M/Rating/2772
CPU,,Intel,Core i7-4600U,647,53.9,19467,https://cpu.userbenchmark.com/SpeedTest/2752/IntelR-CoreTM-i7-4600U-CPU---210GHz
CPU,,Intel,Pentium G3260,648,53.9,8377,https://cpu.userbenchmark.com/SpeedTest/31434/IntelR-PentiumR-CPU-G3260---330GHz
CPU,,Intel,Xeon E5506,649,53.9,619,https://cpu.userbenchmark.com/SpeedTest/11152/IntelR-XeonR-CPU-----------E5506----213GHz
CPU,,Intel,Core i5-2540M,650,53.9,15045,https://cpu.userbenchmark.com/SpeedTest/1616/IntelR-CoreTM-i5-2540M-CPU---260GHz
CPU,,AMD,Phenom II X4 920,651,53.9,935,https://cpu.userbenchmark.com/SpeedTest/1945/AMD-Phenomtm-II-X4-920-Processor
CPU,,Intel,Core i7-3687U,652,53.8,2535,https://cpu.userbenchmark.com/SpeedTest/2934/IntelR-CoreTM-i7-3687U-CPU---210GHz
CPU,,AMD,Athlon II X4 651,653,53.7,899,https://cpu.userbenchmark.com/SpeedTest/3526/AMD-Athlontm-II-X4-651-Quad-Core-Processor
CPU,,Intel,Core i5-3320M,654,53.7,36392,https://cpu.userbenchmark.com/SpeedTest/402/IntelR-CoreTM-i5-3320M-CPU---260GHz
CPU,,AMD,A8-5600K APU,655,53.7,13605,https://cpu.userbenchmark.com/SpeedTest/1766/AMD-A8-5600K-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i7-5600U,656,53.6,16399,https://cpu.userbenchmark.com/SpeedTest/22612/IntelR-CoreTM-i7-5600U-CPU---260GHz
CPU,BX80684G4900,Intel,Celeron G4900,657,53.6,1597,https://cpu.userbenchmark.com/SpeedTest/482751/IntelR-CeleronR-G4900-CPU---310GHz
CPU,BX80662G4400,Intel,Pentium G4400,658,53.5,29716,https://cpu.userbenchmark.com/Intel-Pentium-G4400/Rating/3539
CPU,BX80701G5920,Intel,Celeron G5920,659,53.5,25,https://cpu.userbenchmark.com/SpeedTest/1197531/IntelR-CeleronR-G5920-CPU---350GHz
CPU,,Intel,Core i5-2435M,660,53.4,467,https://cpu.userbenchmark.com/SpeedTest/968/IntelR-CoreTM-i5-2435M-CPU---240GHz
CPU,,Intel,Core i7-3537U,661,53.4,14285,https://cpu.userbenchmark.com/SpeedTest/504/IntelR-CoreTM-i7-3537U-CPU---200GHz
CPU,,Intel,Xeon X5450,662,53.4,4792,https://cpu.userbenchmark.com/SpeedTest/5169/IntelR-XeonR-CPU-----------X5450----300GHz
CPU,,Intel,Core i7 Q 740,663,53.3,10247,https://cpu.userbenchmark.com/SpeedTest/415/IntelR-CoreTM-i7-CPU-------Q-740----173GHz
CPU,,Intel,Core i5-6200U,664,53.3,121019,https://cpu.userbenchmark.com/SpeedTest/36796/IntelR-CoreTM-i5-6200U-CPU---230GHz
CPU,BX80646G1830,Intel,Celeron G1830,665,53.1,166,https://cpu.userbenchmark.com/Intel-Celeron-G1830/Rating/2848
CPU,AW8063801032301,Intel,Core i5-3210M,666,53.1,64947,https://cpu.userbenchmark.com/Intel-Core-i5-3210M/Rating/2719
CPU,BX80646G3240 ,Intel,Pentium G3240,667,53.1,8330,https://cpu.userbenchmark.com/Intel-Pentium-G3240/Rating/2820
CPU,,AMD,Phenom II X4 810,668,53.1,1940,https://cpu.userbenchmark.com/SpeedTest/4242/AMD-Phenomtm-II-X4-810-Processor
CPU,,AMD,Ryzen 7 2700U,669,53,6103,https://cpu.userbenchmark.com/SpeedTest/432558/AMD-Ryzen-7-2700U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i7-6650U,670,53,4737,https://cpu.userbenchmark.com/SpeedTest/40238/IntelR-CoreTM-i7-6650U-CPU---220GHz
CPU,,AMD,A8-6500 APU,671,52.9,6150,https://cpu.userbenchmark.com/SpeedTest/5272/AMD-A8-6500-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-4000M,672,52.9,6234,https://cpu.userbenchmark.com/SpeedTest/6476/IntelR-CoreTM-i3-4000M-CPU---240GHz
CPU,,AMD,Ryzen 3 2300U,673,52.9,2811,https://cpu.userbenchmark.com/SpeedTest/511816/AMD-Ryzen-3-2300U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Pentium G3250,674,52.8,9415,https://cpu.userbenchmark.com/SpeedTest/18077/IntelR-PentiumR-CPU-G3250---320GHz
CPU,,Intel,Pentium G870,675,52.8,1352,https://cpu.userbenchmark.com/SpeedTest/9348/IntelR-PentiumR-CPU-G870---310GHz
CPU,BX80646G1850,Intel,Celeron G1850,676,52.8,317,https://cpu.userbenchmark.com/Intel-Celeron-G1850/Rating/2850
CPU,,Intel,Core i3-7100U,677,52.7,32499,https://cpu.userbenchmark.com/SpeedTest/176913/IntelR-CoreTM-i3-7100U-CPU---240GHz
CPU,,Intel,Core i5-2520M,678,52.7,40709,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz
CPU,BX80646G3220,Intel,Pentium G3220,679,52.6,16950,https://cpu.userbenchmark.com/Intel-Pentium-G3220/Rating/1967
CPU,,Intel,Core i3-3120M,680,52.6,12909,https://cpu.userbenchmark.com/SpeedTest/923/IntelR-CoreTM-i3-3120M-CPU---250GHz
CPU,,Intel,Core2 Quad Q9550,681,52.6,30636,https://cpu.userbenchmark.com/SpeedTest/334/IntelR-CoreTM2-Quad-CPU----Q9550----283GHz
CPU,,Intel,Core i7-3517U,682,52.5,7642,https://cpu.userbenchmark.com/SpeedTest/663/IntelR-CoreTM-i7-3517U-CPU---190GHz
CPU,,Intel,Pentium G860,683,52.5,2993,https://cpu.userbenchmark.com/SpeedTest/2650/IntelR-PentiumR-CPU-G860---300GHz
CPU,,Intel,Core i7 Q 820,684,52.5,1855,https://cpu.userbenchmark.com/SpeedTest/3571/IntelR-CoreTM-i7-CPU-------Q-820----173GHz
CPU,AD789KXDJCHBX,AMD,A10-7890K APU (2014 D.Ka),685,52.4,5869,https://cpu.userbenchmark.com/SpeedTest/118648/AMD-A10-7890K-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,Intel,Pentium G840,686,52.4,2249,https://cpu.userbenchmark.com/SpeedTest/3067/IntelR-PentiumR-CPU-G840---280GHz
CPU,,Intel,Pentium G850,687,52.3,2349,https://cpu.userbenchmark.com/SpeedTest/2522/IntelR-PentiumR-CPU-G850---290GHz
CPU,,AMD,Ryzen 5 2500U,688,52.2,48072,https://cpu.userbenchmark.com/SpeedTest/378273/AMD-Ryzen-5-2500U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core2 Quad Q9450,689,52.2,5286,https://cpu.userbenchmark.com/SpeedTest/765/IntelR-CoreTM2-Quad--CPU---Q9450----266GHz
CPU,,Intel,Core i7-4650U,690,52.2,3771,https://cpu.userbenchmark.com/SpeedTest/6364/IntelR-CoreTM-i7-4650U-CPU---170GHz
CPU,,Intel,Xeon E5504,691,52.1,435,https://cpu.userbenchmark.com/SpeedTest/6261/IntelR-XeonR-CPU-----------E5504----200GHz
CPU,,AMD,A8-7670K APU (2014 D.Ka),692,52.1,1555,https://cpu.userbenchmark.com/SpeedTest/37178/AMD-A8-7670K-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,Intel,Xeon E5440,693,52.1,2926,https://cpu.userbenchmark.com/SpeedTest/18165/IntelR-XeonR-CPU-----------E5440----283GHz
CPU,,Intel,Core i7 Q 720,694,52,14809,https://cpu.userbenchmark.com/SpeedTest/140/IntelR-CoreTM-i7-CPU-------Q-720----160GHz
CPU,AD5700OKHJBOX,AMD,A10-5700 APU (2012 D.Tr),695,51.8,5667,https://cpu.userbenchmark.com/AMD-A10-5700-APU-2012-DTr/Rating/2939
CPU,,AMD,Athlon II X4 740K,696,51.8,3872,https://cpu.userbenchmark.com/SpeedTest/4559/AMD-Athlontm-X4-740-Quad-Core-Processor
CPU,,Intel,Core i5-2450M,697,51.8,39530,https://cpu.userbenchmark.com/Intel-Core-i5-2450M/Rating/2815
CPU,,Intel,Pentium G645,698,51.7,4730,https://cpu.userbenchmark.com/SpeedTest/3264/IntelR-PentiumR-CPU-G645---290GHz
CPU,,Intel,Core i5-5300U,699,51.7,24936,https://cpu.userbenchmark.com/SpeedTest/16790/IntelR-CoreTM-i5-5300U-CPU---230GHz
CPU,,Intel,Core i5-4310U,700,51.7,11548,https://cpu.userbenchmark.com/SpeedTest/12941/IntelR-CoreTM-i5-4310U-CPU---200GHz
CPU,,AMD,Athlon II X4 641,701,51.7,954,https://cpu.userbenchmark.com/SpeedTest/1698/AMD-Athlontm-II-X4-641-Quad-Core-Processor
CPU,,Intel,Core i5-4210U,702,51.7,70192,https://cpu.userbenchmark.com/SpeedTest/12662/IntelR-CoreTM-i5-4210U-CPU---170GHz
CPU,,Intel,Pentium G2030,703,51.6,15067,https://cpu.userbenchmark.com/SpeedTest/3273/IntelR-PentiumR-CPU-G2030---300GHz
CPU,,Intel,Core i5-2415M,704,51.5,560,https://cpu.userbenchmark.com/SpeedTest/4223/IntelR-CoreTM-i5-2415M-CPU---230GHz
CPU,,Intel,Core i5-5200U,705,51.5,103106,https://cpu.userbenchmark.com/SpeedTest/22169/IntelR-CoreTM-i5-5200U-CPU---220GHz
CPU,,Intel,Core i7-2637M,706,51.5,534,https://cpu.userbenchmark.com/SpeedTest/5436/IntelR-CoreTM-i7-2637M-CPU---170GHz
CPU,,Intel,Core i5 680,707,51.5,682,https://cpu.userbenchmark.com/SpeedTest/3693/IntelR-CoreTM-i5-CPU---------680----360GHz
CPU,,Intel,Core i7-2677M,708,51.5,639,https://cpu.userbenchmark.com/SpeedTest/4939/IntelR-CoreTM-i7-2677M-CPU---180GHz
CPU,,Intel,Core i5-4250U,709,51.4,1486,https://cpu.userbenchmark.com/SpeedTest/1787/IntelR-CoreTM-i5-4250U-CPU---130GHz
CPU,,AMD,Athlon II X4 645,710,51.4,4474,https://cpu.userbenchmark.com/SpeedTest/2408/AMD-Athlontm-II-X4-645-Processor
CPU,,Intel,Core i3-6100U,711,51.3,23913,https://cpu.userbenchmark.com/SpeedTest/37381/IntelR-CoreTM-i3-6100U-CPU---230GHz
CPU,AD787KXDJCBOX,AMD,A10-7870K APU (2014 D.Ka),712,51.3,9754,https://cpu.userbenchmark.com/SpeedTest/29728/AMD-A10-7870K-Radeon-R7-12-Compute-Cores-4C-8G
